"1800000",Міністерство культури України,2289432700,2282872800,414426200,33282000,6559900,294024200,244744800,50560100,5832300,49279400,"2,583,456,900.00"
"1801000",Апарат Міністерства культури України,2167474900,2160915000,411215100,33196000,6559900,292524200,243294800,50560100,5832300,49229400,"2,459,999,100.00"
"1801010",Загальне керівництво та управління у сфері культури,26084300,26084300,17330700,870200,,,,,,,"26,084,300.00"
"1801020",Прикладні розробки у сфері розвитку культури,6391200,,,,6391200,5200000,,,,5200000,"11,591,200.00"
"1801030","Надання загальної та спеціальної освіти загальноосвітніми та позашкільними мистецькими навчальними закладами, методичне забезпечення діяльності навчальних закладів",87386200,87386200,55273400,5177100,,1152600,1081600,436600,51700,71000,"88,538,800.00"
"1801050",Підготовка кадрів для сфери культури і мистецтва вищими навчальними закладами І і ІІ рівнів акредитації,37992400,37992400,,,,5629000,5460500,,,168500,"43,621,400.00"
"1801060",Підготовка кадрів для сфери культури і мистецтва вищими навчальними закладами ІІІ і ІV рівнів акредитації,494481600,494481600,,,,131874700,122289700,,,9585000,"626,356,300.00"
"1801070","Підвищення кваліфікації, перепідготовка кадрів та підготовка науково-педагогічних кадрів у сфері культури і мистецтва, підготовка кадрів акторської майстерності для національних мистецьких та творчих колективів",12617900,12617900,7684000,242200,,43022600,41986600,26453000,1185600,1036000,"55,640,500.00"
"1801100","Фінансова підтримка національних творчих спілок у сфері культури і мистецтва та заходи Всеукраїнського товариства ""Просвіта""",10000000,10000000,,,,,,,,,"10,000,000.00"
"1801110",Фінансова підтримка національних театрів,555455500,555455500,,,,,,,,,"555,455,500.00"
"1801120","Фінансова підтримка національних та державних художніх колективів, концертних і циркових організацій",394511200,394511200,,,,,,,,,"394,511,200.00"
"1801130","Гранти Президента України молодим діячам мистецтва для створення і реалізації творчих проектів, премії і стипендії за видатні досягнення у галузі культури, літератури, мистецтва",16588700,16588700,,,,,,,,,"16,588,700.00"
"1801170","Здійснення концертно-мистецьких та культурологічних загальнодержавних заходів, заходів з вшанування пам'яті, заходів з виявлення та підтримки творчо обдарованих дітей та молоді, заходів, пов'язаних із забезпеченням свободи совісті та релігії, державна підтримка регіональних культурних ініціатив та аматорського мистецтва, поповнення експозицій музеїв та репертуарів театрів, концертних та циркових організацій, забезпечення розвитку та застосування української мови",24280400,24280400,,,,22091100,,,,22091100,"46,371,500.00"
"1801190","Бібліотечна та  музейна справа, виставкова діяльність, здійснення культурно-інформаційної та культурно-просвітницької діяльності",301968700,301968700,205069800,17539100,,22911900,19584100,2939700,799300,3327800,"324,880,600.00"
"1801260","Заходи з відтворення культури національних меншин, заходи Української Всесвітньої Координаційної Ради, заходи з реалізації Європейської хартії регіональних мов або мов меншин, заходи щодо встановлення культурних зв'язків з українською діаспорою, заходи щодо зміцнення зв'язків закордонних українців з Україною та забезпечення міжнародної діяльності у сфері міжнаціональних відносин",1687600,1687600,,,,,,,,,"1,687,600.00"
